coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat Feb 21 18:41:57 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648217770&oldid=643750610,0,569205401008402432,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Virginia Peak (Nevada) Wikipedia article edited anonymously from Environment Canada http://t.co/yMKfFAnSfJ,https://twitter.com/gccaedits/status/569205401008402432,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 18:20:25 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112063665&oldid=109905804&rcid=135998599,0,569199983473369088,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Service de police de Toronto Wikipedia article edited anonymously from Environment Canada http://t.co/XWQYEfgZuy,https://twitter.com/gccaedits/status/569199983473369088,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 18:19:54 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112063651&oldid=108279724&rcid=135998545,0,569199851428323330,,,,fr,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Service de police de la Ville de Québec Wikipedia article edited anonymously from Environment Canada http://t.co/ofmuYHtLYZ,https://twitter.com/gccaedits/status/569199851428323330,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 18:19:04 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112063627&oldid=98303236&rcid=135998507,0,569199642405179393,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Service de police de Hamilton Wikipedia article edited anonymously from Environment Canada http://t.co/iQsu1VVoH5,https://twitter.com/gccaedits/status/569199642405179393,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 18:18:19 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112063614&oldid=106246881&rcid=135998463,0,569199453434998785,,,,es,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Police municipale (Canada) Wikipedia article edited anonymously from Environment Canada http://t.co/1iiLhl6Rcz,https://twitter.com/gccaedits/status/569199453434998785,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 18:17:40 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112063598&oldid=111897488&rcid=135998435,0,569199288745627649,,,,fr,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Service de police de la ville de Montréal Wikipedia article edited anonymously from Environment Canada http://t.co/B0qzISCEq5,https://twitter.com/gccaedits/status/569199288745627649,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 16:43:13 +0000 2015,Ag4SDGs,http://twitter.com/farmingfirst/status/568843305963929600/photo/1,,0,569175521533292544,,,,en,,False,5,568843305963929600,farmingfirst,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @farmingfirst: Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http…,https://twitter.com/hpoulson4/status/569175521533292544,Tue Oct 18 19:16:21 +0000 2011,hpoulson4,False,"NY-based policy and comms analyst, former LA-based union organizer, tweets my own.",29,81,228,0,Los Angeles,Hilda Poulson,hpoulson4,101,,http://www.thevenerablebean.wordpress.com,False
,Sat Feb 21 15:41:15 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058747&oldid=109514844&rcid=135987586,0,569159924082741248,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Monts Huang Wikipedia article edited anonymously from Environment Canada http://t.co/2lSfYz8zhD,https://twitter.com/gccaedits/status/569159924082741248,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:39:32 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058681&oldid=109749788&rcid=135987437,0,569159493361266690,,,,fr,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Le Triomphe de la volonté Wikipedia article edited anonymously from Environment Canada http://t.co/cVQ5x4WZYb,https://twitter.com/gccaedits/status/569159493361266690,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:38:41 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058648&oldid=106422401&rcid=135987368,0,569159281880256512,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Chen Shu Wikipedia article edited anonymously from Environment Canada http://t.co/qgKpZFqjGt,https://twitter.com/gccaedits/status/569159281880256512,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:37:53 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058617&oldid=111697009&rcid=135987304,0,569159078645252096,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Solatorobo: Red the Hunter Wikipedia article edited anonymously from Environment Canada http://t.co/iMRgBJHt7Z,https://twitter.com/gccaedits/status/569159078645252096,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:35:01 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058516&oldid=111992974&rcid=135987057,1,569158356428038144,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Grand Line Wikipedia article edited anonymously from Environment Canada http://t.co/FcpM3NuHmD,https://twitter.com/gccaedits/status/569158356428038144,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:34:01 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058480&oldid=110035618&rcid=135986986,0,569158104396509184,,,,fr,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Climat des Hautes-Pyrénées Wikipedia article edited anonymously from Environment Canada http://t.co/Bjsbn0Ccaz,https://twitter.com/gccaedits/status/569158104396509184,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:32:42 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058428&oldid=110404481&rcid=135986881,1,569157776183853058,,,,fr,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Agnières-en-Dévoluy Wikipedia article edited anonymously from Environment Canada http://t.co/CyVorqD1CW,https://twitter.com/gccaedits/status/569157776183853058,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:31:48 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058386&oldid=111169777&rcid=135986792,0,569157546235318272,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Shion (Saint Seiya) Wikipedia article edited anonymously from Environment Canada http://t.co/4Qda3h2rQ8,https://twitter.com/gccaedits/status/569157546235318272,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:29:59 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112058303&oldid=111627959&rcid=135986642,0,569157090306093056,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Luna 5 Wikipedia article edited anonymously from Environment Canada http://t.co/uc04SJ5Qnc,https://twitter.com/gccaedits/status/569157090306093056,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 21 15:00:17 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112057097&oldid=111074162&rcid=135984200,1,569149615829864448,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Sémites Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/EsHYY1PtNi,https://twitter.com/gccaedits/status/569149615829864448,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 20 23:30:30 +0000 2015,Ag4SDGs,http://twitter.com/farmingfirst/status/568843305963929600/photo/1,,0,568915629480271873,,,,en,,False,5,568843305963929600,farmingfirst,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @farmingfirst: Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http…,https://twitter.com/Nicolaasderegt/status/568915629480271873,Thu Oct 23 02:48:45 +0000 2014,Nicolaasderegt,False,Twiplomacy |NL diplomat @United Nations |People |Planet |Food |Water |Oceans |Sustainability |Green Cities |Surfing+ Diving |Tweet=personal RT=Not endorse,2118,1219,991,40,Dutch in New Amsterdam ,Nicolaas de Regt,Nicolaasderegt,692,,,False
,Fri Feb 20 23:06:21 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112041346&oldid=112024150&rcid=135938775,0,568909550507728896,,,,fr,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Rivière atmosphérique Wikipedia article edited anonymously from Environment Canada http://t.co/JSPoi7A9Us,https://twitter.com/gccaedits/status/568909550507728896,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 20 21:41:32 +0000 2015,,,http://ln.is/paper.li/brashley46/GK6kC,0,568888206466392064,,,,en,,True,0,,,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis.com</a>",The brashley46 Daily is out! http://t.co/G5TjKsrP8p Stories via @TorontoHydro @gccaedits,https://twitter.com/brashley46/status/568888206466392064,Thu Jul 26 03:19:27 +0000 2007,brashley46,False,"retired hospital worker, never-gonna-retire militant proletarian socialist, choral singer and mountain dulcimer player",123,321,371,21,Toronto,brashley46,brashley46,19846,Tehran,http://brashley46.livejournal.com,False
,Fri Feb 20 19:42:22 +0000 2015,Ag4SDGs,http://twitter.com/farmingfirst/status/568843305963929600/photo/1,,0,568858218023268352,,,,en,,False,5,568843305963929600,farmingfirst,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @farmingfirst: Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http…,https://twitter.com/ICSUnews/status/568858218023268352,Tue Jan 17 10:09:10 +0000 2012,ICSUnews,False,The International Council for Science (ICSU) – Strengthening international science for the benefit of society. Co-founding @FutureEarth. New blog: @road2paris,110,2745,726,113,Paris,Council for Science,ICSUnews,2486,Paris,http://www.icsu.org,False
,Fri Feb 20 18:47:14 +0000 2015,Ag4SDGs,http://twitter.com/farmingfirst/status/568843305963929600/photo/1,,0,568844341860548608,,,,en,,False,5,568843305963929600,farmingfirst,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",RT @farmingfirst: Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http…,https://twitter.com/greenvideos/status/568844341860548608,Mon Oct 28 19:25:58 +0000 2013,greenvideos,False,#NoGMO #sustainability #nurture #foods this earth is the only earth we have,14,1210,215,86,USA,OrganicGardening,greenvideos,99028,,,False
,Fri Feb 20 18:43:22 +0000 2015,Ag4SDGs,http://twitter.com/farmingfirst/status/568843305963929600/photo/1,,0,568843371088904192,,,,en,,False,5,568843305963929600,farmingfirst,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @farmingfirst: Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http…,https://twitter.com/worldfarmersorg/status/568843371088904192,Wed May 09 18:47:28 +0000 2012,worldfarmersorg,False,"The World Farmers’ Organisation brings together producer organisations and agricultural cooperatives around the world,  advocating for farmers worldwide.",166,1787,770,52,,WFO,worldfarmersorg,3132,Rome,http://www.wfo-oma.org,False
,Fri Feb 20 18:43:07 +0000 2015,Ag4SDGs,http://twitter.com/farmingfirst/status/568843305963929600/photo/1,,2,568843305963929600,,,,en,,False,5,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http://t.co/5ejpHNwvCq,https://twitter.com/farmingfirst/status/568843305963929600,Tue Mar 31 10:07:02 +0000 2009,farmingfirst,False,Farming First is a global coalition calling on world leaders to increase agricultural output in a sustainable and socially responsible manner.,77,31475,4697,896,global,Farming First,farmingfirst,7130,London,http://www.farmingfirst.org,False
,Fri Feb 20 18:38:31 +0000 2015,,,,1,568842146717020160,,,,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ambassador Rishcyhnski @gccaedits opens the Farming First side event: ""Rural women make an essential contribution to local/global economy""",https://twitter.com/farmingfirst/status/568842146717020160,Tue Mar 31 10:07:02 +0000 2009,farmingfirst,False,Farming First is a global coalition calling on world leaders to increase agricultural output in a sustainable and socially responsible manner.,77,31475,4697,896,global,Farming First,farmingfirst,7130,London,http://www.farmingfirst.org,False
,Fri Feb 20 17:16:04 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648062999&oldid=648062936,0,568821400611500032,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",HMCS Algonquin (DDG 283) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/ZEPZOaXf3h,https://twitter.com/gccaedits/status/568821400611500032,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 20 17:15:40 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648062936&oldid=648062828,0,568821299994333186,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",HMCS Algonquin (DDG 283) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/6mHMimXTL5,https://twitter.com/gccaedits/status/568821299994333186,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 20 17:14:54 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648062828&oldid=648061389,0,568821104522993664,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",HMCS Algonquin (DDG 283) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/AOpXQ7I3wD,https://twitter.com/gccaedits/status/568821104522993664,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6161,73,147,Canada,Gov. of Canada edits,gccaedits,1972,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
