coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Tue Mar 03 16:39:36 +0000 2015,gccaedits cdnpoli,,http://en.wikipedia.org/w/index.php?diff=647893578&oldid=641220747,1,572798490721452033,,,,en,,False,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Gee, we can't have Venezuelan terrorists on record now, can we? Only Muslims right Steve?  http://t.co/eckpnkEd6N #gccaedits #cdnpoli",https://twitter.com/PatOndabak/status/572798490721452033,Tue May 14 12:42:51 +0000 2013,PatOndabak,False,Your character is who you are if you can get away with something.  Question everything. Especially anything coming from the CPC.,43489,11136,2408,103,"Not in Harper's Closet, BC ",PatRiotchick,PatOndabak,150760,Pacific Time (US & Canada),,False
,Tue Mar 03 16:30:59 +0000 2015,GummyBaird,,,0,572796320651427840,gccaedits,571057283700015104,2613454796,en,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@gccaedits I swear it wasn't me!! #GummyBaird,https://twitter.com/PatOndabak/status/572796320651427840,Tue May 14 12:42:51 +0000 2013,PatOndabak,False,Your character is who you are if you can get away with something.  Question everything. Especially anything coming from the CPC.,43489,11136,2408,103,"Not in Harper's Closet, BC ",PatRiotchick,PatOndabak,150760,Pacific Time (US & Canada),,False
,Tue Mar 03 15:41:25 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649698850&oldid=614020449,0,572783848452276224,,,,en,,False,0,,,"<a href=""http://tweetli.st/"" rel=""nofollow"">TweetList Pro</a>",?? RT @gccaedits: Bert Fegg's Nasty Book for Boys and Girls Wikipedia article edited anonymously from Industry Canada http://t.co/S4dSXYs19Y,https://twitter.com/beentsy/status/572783848452276224,Sun Feb 22 00:38:08 +0000 2009,beentsy,False,"I read too much, buy too many books,  knit and collect *way* too much yarn. S'okay.",1428,144,100,16,BC,beentsy,beentsy,52846,Pacific Time (US & Canada),,False
,Tue Mar 03 15:36:30 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649698850&oldid=614020449,0,572782607831846912,,,,en,,False,3,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Bert Fegg's Nasty Book for Boys and Girls Wikipedia article edited anonymously from Industry Canada http://t.co/x501LAmUvG,https://twitter.com/gccaedits/status/572782607831846912,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Tue Mar 03 14:48:56 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649693413&oldid=649693367,1,572770638978555904,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Zangger Committee Wikipedia article edited anonymously from Shared Services Canada http://t.co/xJMz1GmMdf,https://twitter.com/gccaedits/status/572770638978555904,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Tue Mar 03 14:48:30 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649693367&oldid=571396384,0,572770528357974016,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Zangger Committee Wikipedia article edited anonymously from Shared Services Canada http://t.co/hYY1JY40mn,https://twitter.com/gccaedits/status/572770528357974016,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Tue Mar 03 13:43:35 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649686412&oldid=618638769,0,572754194710593536,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Talk:Sunlight Wikipedia article edited anonymously from Environment Canada http://t.co/A9Htn9taPA,https://twitter.com/gccaedits/status/572754194710593536,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Tue Mar 03 13:41:20 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649686191&oldid=649572316,0,572753625396719616,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Colt Canada C7 rifle Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/xrnXKKJMTU,https://twitter.com/gccaedits/status/572753625396719616,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 22:37:37 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649601659&oldid=623350132,0,572526198133280768,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",429 Transport Squadron Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/mqbg8D6xsU,https://twitter.com/gccaedits/status/572526198133280768,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 19:08:51 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649572501&oldid=649572260,0,572473662386905088,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",15th Field Artillery Regiment (Cana Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/HDug33smU1,https://twitter.com/gccaedits/status/572473662386905088,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 19:07:17 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649572260&oldid=649459773,0,572473265735802880,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",15th Field Artillery Regiment (Cana Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/f2rYITwtpf,https://twitter.com/gccaedits/status/572473265735802880,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 19:04:14 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649571897&oldid=648410145,0,572472498471763968,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Gatineau Wikipedia article edited anonymously from Shared Services Canada http://t.co/AwuDSCQz1z,https://twitter.com/gccaedits/status/572472498471763968,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 18:32:22 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112357035&oldid=112357012&rcid=136645304,0,572464481349058561,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Claude Carignan Wikipedia article edited anonymously from Canadian House of Commons http://t.co/ewCnq25NaB,https://twitter.com/gccaedits/status/572464481349058561,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 18:31:16 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112357012&oldid=109906951&rcid=136645239,0,572464201618366464,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Claude Carignan Wikipedia article edited anonymously from Canadian House of Commons http://t.co/ZYf9fiCFT2,https://twitter.com/gccaedits/status/572464201618366464,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 17:50:18 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649562563&oldid=649562475,0,572453894401470465,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Mitchell Kutney Wikipedia article edited anonymously from Shared Services Canada http://t.co/ZXUwurYp0E,https://twitter.com/gccaedits/status/572453894401470465,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 17:49:34 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649562475&oldid=648884115,0,572453710485442560,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Mitchell Kutney Wikipedia article edited anonymously from Shared Services Canada http://t.co/XZ6e5sSEtY,https://twitter.com/gccaedits/status/572453710485442560,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 16:53:03 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649549392&oldid=647175731,0,572439487579594753,,,,en,,False,0,,,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Your govt at work
MT @gccaedits: Qc French profanity Wikipedia article edited anonymously from Shared Services Canada http://t.co/1mPtJ5Tf3w",https://twitter.com/emciel/status/572439487579594753,Fri Mar 13 19:02:32 +0000 2009,emciel,False,"Montreal-based, born/raised in Chicago, currently in Bangalore. Tweets: outrage at the world's ills, cats, homemaking, pretty things. Genderqueer (e/em, they).",679,197,269,8,,"Who, me?",emciel,4983,Central Time (US & Canada),,False
,Mon Mar 02 16:17:30 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649549392&oldid=647175731,1,572430539350781952,,,,en,,False,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",this bot-scrape is art RT @gccaedits Quebec French profanity Wikipedia edited anonymously from Shared Services Canada http://t.co/1n9Gv92pow,https://twitter.com/purpledocket/status/572430539350781952,Thu Mar 24 14:01:28 +0000 2011,purpledocket,False,"Politics, media, tech, language, sass, quadruple-entendres, and Oxford commas.",10903,1303,1018,41,"Toronto, ON",Seb FoxAllen,purpledocket,23697,Atlantic Time (Canada),http://pleaserevise.tumblr.com,False
,Mon Mar 02 16:08:54 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649549392&oldid=647175731,1,572428374574014465,,,,en,,False,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",RT @gccaedits: Quebec French profanity Wikipedia article edited anonymously from Shared Services Canada http://t.co/LniBJJRdLu,https://twitter.com/jpress/status/572428374574014465,Tue Feb 17 22:29:47 +0000 2009,jpress,False,"Dog owner, @OttawaCitizen parliamentary reporter skulking around #SenCA, focused on digital storytelling & news literacy research. Tweets are my own.",198,3629,1249,193,"Ottawa, Ontario",Jordan Press,jpress,21408,Eastern Time (US & Canada),http://facebook.com/jordan.b.press,False
,Mon Mar 02 16:08:47 +0000 2015,cdnpoli,,http://en.wikipedia.org/w/index.php?diff=649549392&oldid=647175731,0,572428343993237504,gccaedits,572428076958801920,2613454796,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“@gccaedits: Quebec French profanity Wikipedia article edited anonymously from Shared Services Canada http://t.co/FWbib4pBJT” #cdnpoli why?,https://twitter.com/LoganBBH/status/572428343993237504,Sun Oct 18 07:56:07 +0000 2009,LoganBBH,False,,32,85,504,1,"Regina, SK",Logan B,LoganBBH,2874,Saskatchewan,,False
